slug;nom;famille;donnee;valeur;unite;source;supposee;alertes
corniere-inegale-70x50x6mm-acier-lac;Cornière inégale 70x50x6mm Acier LAC;corniere-inegale;r1;6;mm;fiche fournisseur publiée sur le site — CI-3.pdf (EN 10056);;
corniere-inegale-70x50x6mm-acier-lac;Cornière inégale 70x50x6mm Acier LAC;corniere-inegale;r2;3;mm;fiche fournisseur publiée sur le site — CI-3.pdf (EN 10056);;
corniere-inegale-70x50x6mm-acier-lac;Cornière inégale 70x50x6mm Acier LAC;corniere-inegale;poids;5,53;kg/m;site actuel — fiche produit;;
corniere-inegale-70x50x6mm-acier-lac;Cornière inégale 70x50x6mm Acier LAC;corniere-inegale;finition;BRUT;;vraie photo du site actuel (cornière inégale, groupe G020) — non affichée : la fiche du site ne précise pas la finition;oui;
corniere-inegale-70x50x6mm-acier-lac;Cornière inégale 70x50x6mm Acier LAC;corniere-inegale;procede;Laminé à chaud;;site actuel — description de la fiche;;
fer-en-t-20x3mm-en-acier-lamine-a-chaud;Fer en T 20x3mm en acier laminé à chaud;fer-t;serie;T;;nom du produit;;
fer-en-t-20x3mm-en-acier-lamine-a-chaud;Fer en T 20x3mm en acier laminé à chaud;fer-t;h;20;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-20x3mm-en-acier-lamine-a-chaud;Fer en T 20x3mm en acier laminé à chaud;fer-t;b;20;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-20x3mm-en-acier-lamine-a-chaud;Fer en T 20x3mm en acier laminé à chaud;fer-t;t;3;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-20x3mm-en-acier-lamine-a-chaud;Fer en T 20x3mm en acier laminé à chaud;fer-t;r;3;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-20x3mm-en-acier-lamine-a-chaud;Fer en T 20x3mm en acier laminé à chaud;fer-t;r1;1,5;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-20x3mm-en-acier-lamine-a-chaud;Fer en T 20x3mm en acier laminé à chaud;fer-t;r2;1;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-20x3mm-en-acier-lamine-a-chaud;Fer en T 20x3mm en acier laminé à chaud;fer-t;poids;0,92;kg/m;site actuel — fiche produit;;
fer-en-t-20x3mm-en-acier-lamine-a-chaud;Fer en T 20x3mm en acier laminé à chaud;fer-t;procede;Laminé à chaud;;site actuel — description de la fiche;;
fer-en-t-20x3mm-en-acier-lamine-a-chaud;Fer en T 20x3mm en acier laminé à chaud;fer-t;finition;BRUT;;vraie photo du site actuel (fer T, groupe G023) — non affichée;oui;
fer-en-t-30x4mm-en-acier-lamine-a-chaud;Fer en T 30x4mm en acier laminé à chaud;fer-t;serie;T;;nom du produit;;
fer-en-t-30x4mm-en-acier-lamine-a-chaud;Fer en T 30x4mm en acier laminé à chaud;fer-t;h;30;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-30x4mm-en-acier-lamine-a-chaud;Fer en T 30x4mm en acier laminé à chaud;fer-t;b;30;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-30x4mm-en-acier-lamine-a-chaud;Fer en T 30x4mm en acier laminé à chaud;fer-t;t;4;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-30x4mm-en-acier-lamine-a-chaud;Fer en T 30x4mm en acier laminé à chaud;fer-t;r;4;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-30x4mm-en-acier-lamine-a-chaud;Fer en T 30x4mm en acier laminé à chaud;fer-t;r1;2;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-30x4mm-en-acier-lamine-a-chaud;Fer en T 30x4mm en acier laminé à chaud;fer-t;r2;1;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-30x4mm-en-acier-lamine-a-chaud;Fer en T 30x4mm en acier laminé à chaud;fer-t;poids;1,81;kg/m;site actuel — fiche produit;;
fer-en-t-30x4mm-en-acier-lamine-a-chaud;Fer en T 30x4mm en acier laminé à chaud;fer-t;procede;Laminé à chaud;;site actuel — description de la fiche;;
fer-en-t-30x4mm-en-acier-lamine-a-chaud;Fer en T 30x4mm en acier laminé à chaud;fer-t;finition;BRUT;;vraie photo du site actuel (fer T, groupe G023) — non affichée;oui;
fer-en-t-40x5mm-en-acier-lamine-a-chaud;Fer en T 40x5mm en acier laminé à chaud;fer-t;serie;T;;nom du produit;;
fer-en-t-40x5mm-en-acier-lamine-a-chaud;Fer en T 40x5mm en acier laminé à chaud;fer-t;h;40;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-40x5mm-en-acier-lamine-a-chaud;Fer en T 40x5mm en acier laminé à chaud;fer-t;b;40;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-40x5mm-en-acier-lamine-a-chaud;Fer en T 40x5mm en acier laminé à chaud;fer-t;t;5;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-40x5mm-en-acier-lamine-a-chaud;Fer en T 40x5mm en acier laminé à chaud;fer-t;r;5;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-40x5mm-en-acier-lamine-a-chaud;Fer en T 40x5mm en acier laminé à chaud;fer-t;r1;2,5;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-40x5mm-en-acier-lamine-a-chaud;Fer en T 40x5mm en acier laminé à chaud;fer-t;r2;1;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-40x5mm-en-acier-lamine-a-chaud;Fer en T 40x5mm en acier laminé à chaud;fer-t;poids;3,03;kg/m;site actuel — fiche produit;;
fer-en-t-40x5mm-en-acier-lamine-a-chaud;Fer en T 40x5mm en acier laminé à chaud;fer-t;procede;Laminé à chaud;;site actuel — description de la fiche;;
fer-en-t-40x5mm-en-acier-lamine-a-chaud;Fer en T 40x5mm en acier laminé à chaud;fer-t;finition;BRUT;;vraie photo du site actuel (fer T, groupe G023) — non affichée;oui;
fer-en-t-50x6mm-en-acier-lamine-a-chaud;Fer en T 50x6mm en acier laminé à chaud;fer-t;serie;T;;nom du produit;;
fer-en-t-50x6mm-en-acier-lamine-a-chaud;Fer en T 50x6mm en acier laminé à chaud;fer-t;h;50;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-50x6mm-en-acier-lamine-a-chaud;Fer en T 50x6mm en acier laminé à chaud;fer-t;b;50;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-50x6mm-en-acier-lamine-a-chaud;Fer en T 50x6mm en acier laminé à chaud;fer-t;t;6;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-50x6mm-en-acier-lamine-a-chaud;Fer en T 50x6mm en acier laminé à chaud;fer-t;r;6;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-50x6mm-en-acier-lamine-a-chaud;Fer en T 50x6mm en acier laminé à chaud;fer-t;r1;3;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-50x6mm-en-acier-lamine-a-chaud;Fer en T 50x6mm en acier laminé à chaud;fer-t;r2;1,5;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-50x6mm-en-acier-lamine-a-chaud;Fer en T 50x6mm en acier laminé à chaud;fer-t;poids;4,55;kg/m;site actuel — fiche produit;;
fer-en-t-50x6mm-en-acier-lamine-a-chaud;Fer en T 50x6mm en acier laminé à chaud;fer-t;procede;Laminé à chaud;;site actuel — description de la fiche;;
fer-en-t-50x6mm-en-acier-lamine-a-chaud;Fer en T 50x6mm en acier laminé à chaud;fer-t;finition;BRUT;;vraie photo du site actuel (fer T, groupe G023) — non affichée;oui;
fer-en-t-60x7mm-en-acier-lamine-a-chaud;Fer en T 60x7mm en acier laminé à chaud;fer-t;serie;T;;nom du produit;;
fer-en-t-60x7mm-en-acier-lamine-a-chaud;Fer en T 60x7mm en acier laminé à chaud;fer-t;h;60;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-60x7mm-en-acier-lamine-a-chaud;Fer en T 60x7mm en acier laminé à chaud;fer-t;b;60;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-60x7mm-en-acier-lamine-a-chaud;Fer en T 60x7mm en acier laminé à chaud;fer-t;t;7;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-60x7mm-en-acier-lamine-a-chaud;Fer en T 60x7mm en acier laminé à chaud;fer-t;r;7;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-60x7mm-en-acier-lamine-a-chaud;Fer en T 60x7mm en acier laminé à chaud;fer-t;r1;3,5;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-60x7mm-en-acier-lamine-a-chaud;Fer en T 60x7mm en acier laminé à chaud;fer-t;r2;2;mm;fiche fournisseur publiée sur le site — FER-T ACIERS GROSJEAN 4(1).pdf (EN 10055);;
fer-en-t-60x7mm-en-acier-lamine-a-chaud;Fer en T 60x7mm en acier laminé à chaud;fer-t;poids;6,38;kg/m;site actuel — fiche produit;;
fer-en-t-60x7mm-en-acier-lamine-a-chaud;Fer en T 60x7mm en acier laminé à chaud;fer-t;procede;Laminé à chaud;;site actuel — description de la fiche;;
fer-en-t-60x7mm-en-acier-lamine-a-chaud;Fer en T 60x7mm en acier laminé à chaud;fer-t;finition;BRUT;;vraie photo du site actuel (fer T, groupe G023) — non affichée;oui;
large-plat-180x10mm-en-acier-lamine-a-chaud;Large plat 180x10mm en acier laminé à chaud;large-plat;serie;PLAT;;nom du produit;;
large-plat-180x10mm-en-acier-lamine-a-chaud;Large plat 180x10mm en acier laminé à chaud;large-plat;b;180;mm;nom du produit;;
large-plat-180x10mm-en-acier-lamine-a-chaud;Large plat 180x10mm en acier laminé à chaud;large-plat;t;10;mm;nom du produit;;
large-plat-180x10mm-en-acier-lamine-a-chaud;Large plat 180x10mm en acier laminé à chaud;large-plat;poids;14,47;kg/m;site actuel — fiche produit;;
large-plat-180x10mm-en-acier-lamine-a-chaud;Large plat 180x10mm en acier laminé à chaud;large-plat;procede;Laminé à chaud;;site actuel — description de la fiche;;
large-plat-180x10mm-en-acier-lamine-a-chaud;Large plat 180x10mm en acier laminé à chaud;large-plat;finition;BRUT;;vraie photo du site actuel (plats, groupes G026 et G028) — non affichée;oui;
large-plat-200x10mm-en-acier-lamine-a-chaud;Large plat 200x10mm en acier laminé à chaud;large-plat;serie;PLAT;;nom du produit;;
large-plat-200x10mm-en-acier-lamine-a-chaud;Large plat 200x10mm en acier laminé à chaud;large-plat;b;200;mm;nom du produit;;
large-plat-200x10mm-en-acier-lamine-a-chaud;Large plat 200x10mm en acier laminé à chaud;large-plat;t;10;mm;nom du produit;;
large-plat-200x10mm-en-acier-lamine-a-chaud;Large plat 200x10mm en acier laminé à chaud;large-plat;poids;16;kg/m;site actuel — fiche produit;;
large-plat-200x10mm-en-acier-lamine-a-chaud;Large plat 200x10mm en acier laminé à chaud;large-plat;procede;Laminé à chaud;;site actuel — description de la fiche;;
large-plat-200x10mm-en-acier-lamine-a-chaud;Large plat 200x10mm en acier laminé à chaud;large-plat;finition;BRUT;;vraie photo du site actuel (plats, groupes G026 et G028) — non affichée;oui;
large-plat-en-acier-lamine-a-chaud-160x10mm;Large plat en acier laminé à chaud 160x10mm;large-plat;serie;PLAT;;nom du produit;;
large-plat-en-acier-lamine-a-chaud-160x10mm;Large plat en acier laminé à chaud 160x10mm;large-plat;b;160;mm;nom du produit;;
large-plat-en-acier-lamine-a-chaud-160x10mm;Large plat en acier laminé à chaud 160x10mm;large-plat;t;10;mm;nom du produit;;
large-plat-en-acier-lamine-a-chaud-160x10mm;Large plat en acier laminé à chaud 160x10mm;large-plat;poids;12,8;kg/m;site actuel — fiche produit;;
large-plat-en-acier-lamine-a-chaud-160x10mm;Large plat en acier laminé à chaud 160x10mm;large-plat;procede;Laminé à chaud;;site actuel — description de la fiche;;
large-plat-en-acier-lamine-a-chaud-160x10mm;Large plat en acier laminé à chaud 160x10mm;large-plat;finition;BRUT;;vraie photo du site actuel (plats, groupes G026 et G028) — non affichée;oui;
plat-100x10mm-en-acier-lamine-a-chaud;Plat 100x10mm en acier laminé à chaud;plat;serie;PLAT;;nom du produit;;
plat-100x10mm-en-acier-lamine-a-chaud;Plat 100x10mm en acier laminé à chaud;plat;b;100;mm;nom du produit;;
plat-100x10mm-en-acier-lamine-a-chaud;Plat 100x10mm en acier laminé à chaud;plat;t;10;mm;nom du produit;;
plat-100x10mm-en-acier-lamine-a-chaud;Plat 100x10mm en acier laminé à chaud;plat;poids;8,04;kg/m;site actuel — fiche produit;;
plat-100x10mm-en-acier-lamine-a-chaud;Plat 100x10mm en acier laminé à chaud;plat;procede;Laminé à chaud;;site actuel — description de la fiche;;
plat-100x10mm-en-acier-lamine-a-chaud;Plat 100x10mm en acier laminé à chaud;plat;finition;BRUT;;vraie photo du site actuel (plats, groupes G026 et G028) — non affichée;oui;
plat-100x5mm-en-acier-lamine-a-chaud;Plat 100x5mm en acier laminé à chaud;plat;serie;PLAT;;nom du produit;;
plat-100x5mm-en-acier-lamine-a-chaud;Plat 100x5mm en acier laminé à chaud;plat;b;100;mm;nom du produit;;
plat-100x5mm-en-acier-lamine-a-chaud;Plat 100x5mm en acier laminé à chaud;plat;t;5;mm;nom du produit;;
plat-100x5mm-en-acier-lamine-a-chaud;Plat 100x5mm en acier laminé à chaud;plat;poids;4,03;kg/m;site actuel — fiche produit;;
plat-100x5mm-en-acier-lamine-a-chaud;Plat 100x5mm en acier laminé à chaud;plat;procede;Laminé à chaud;;site actuel — description de la fiche;;
plat-100x5mm-en-acier-lamine-a-chaud;Plat 100x5mm en acier laminé à chaud;plat;finition;BRUT;;vraie photo du site actuel (plats, groupes G026 et G028) — non affichée;oui;
plat-100x8mm-en-acier-lamine-a-chaud;Plat 100x8mm en acier laminé à chaud;plat;serie;PLAT;;nom du produit;;
plat-100x8mm-en-acier-lamine-a-chaud;Plat 100x8mm en acier laminé à chaud;plat;b;100;mm;nom du produit;;
plat-100x8mm-en-acier-lamine-a-chaud;Plat 100x8mm en acier laminé à chaud;plat;t;8;mm;nom du produit;;
plat-100x8mm-en-acier-lamine-a-chaud;Plat 100x8mm en acier laminé à chaud;plat;poids;6,43;kg/m;site actuel — fiche produit;;
plat-100x8mm-en-acier-lamine-a-chaud;Plat 100x8mm en acier laminé à chaud;plat;procede;Laminé à chaud;;site actuel — description de la fiche;;
plat-100x8mm-en-acier-lamine-a-chaud;Plat 100x8mm en acier laminé à chaud;plat;finition;BRUT;;vraie photo du site actuel (plats, groupes G026 et G028) — non affichée;oui;
plat-10x3mm-en-acier-lamine-a-chaud;Plat 10x3mm en acier laminé à chaud;plat;serie;PLAT;;nom du produit;;
plat-10x3mm-en-acier-lamine-a-chaud;Plat 10x3mm en acier laminé à chaud;plat;b;10;mm;nom du produit;;
plat-10x3mm-en-acier-lamine-a-chaud;Plat 10x3mm en acier laminé à chaud;plat;t;3;mm;nom du produit;;
plat-10x3mm-en-acier-lamine-a-chaud;Plat 10x3mm en acier laminé à chaud;plat;poids;0,24;kg/m;site actuel — fiche produit;;
plat-10x3mm-en-acier-lamine-a-chaud;Plat 10x3mm en acier laminé à chaud;plat;procede;Laminé à chaud;;site actuel — description de la fiche;;
plat-10x3mm-en-acier-lamine-a-chaud;Plat 10x3mm en acier laminé à chaud;plat;finition;BRUT;;vraie photo du site actuel (plats, groupes G026 et G028) — non affichée;oui;
plat-120x10mm-en-acier-lamine-a-chaud;Plat 120x10mm en acier laminé à chaud;plat;serie;PLAT;;nom du produit;;
plat-120x10mm-en-acier-lamine-a-chaud;Plat 120x10mm en acier laminé à chaud;plat;b;120;mm;nom du produit;;
plat-120x10mm-en-acier-lamine-a-chaud;Plat 120x10mm en acier laminé à chaud;plat;t;10;mm;nom du produit;;
plat-120x10mm-en-acier-lamine-a-chaud;Plat 120x10mm en acier laminé à chaud;plat;poids;9,65;kg/m;site actuel — fiche produit;;
plat-120x10mm-en-acier-lamine-a-chaud;Plat 120x10mm en acier laminé à chaud;plat;procede;Laminé à chaud;;site actuel — description de la fiche;;
plat-120x10mm-en-acier-lamine-a-chaud;Plat 120x10mm en acier laminé à chaud;plat;finition;BRUT;;vraie photo du site actuel (plats, groupes G026 et G028) — non affichée;oui;
plat-120x5mm-en-acier-lamine-a-chaud;Plat 120x5mm en acier laminé à chaud;plat;serie;PLAT;;nom du produit;;
plat-120x5mm-en-acier-lamine-a-chaud;Plat 120x5mm en acier laminé à chaud;plat;b;120;mm;nom du produit;;
plat-120x5mm-en-acier-lamine-a-chaud;Plat 120x5mm en acier laminé à chaud;plat;t;5;mm;nom du produit;;
plat-120x5mm-en-acier-lamine-a-chaud;Plat 120x5mm en acier laminé à chaud;plat;poids;4,82;kg/m;site actuel — fiche produit;;
plat-120x5mm-en-acier-lamine-a-chaud;Plat 120x5mm en acier laminé à chaud;plat;procede;Laminé à chaud;;site actuel — description de la fiche;;
plat-120x5mm-en-acier-lamine-a-chaud;Plat 120x5mm en acier laminé à chaud;plat;finition;BRUT;;vraie photo du site actuel (plats, groupes G026 et G028) — non affichée;oui;
plat-140x10mm-en-acier-lamine-a-chaud;Plat 140x10mm en acier laminé à chaud;plat;serie;PLAT;;nom du produit;;
plat-140x10mm-en-acier-lamine-a-chaud;Plat 140x10mm en acier laminé à chaud;plat;b;140;mm;nom du produit;;
plat-140x10mm-en-acier-lamine-a-chaud;Plat 140x10mm en acier laminé à chaud;plat;t;10;mm;nom du produit;;
plat-140x10mm-en-acier-lamine-a-chaud;Plat 140x10mm en acier laminé à chaud;plat;poids;11,26;kg/m;site actuel — fiche produit;;
plat-140x10mm-en-acier-lamine-a-chaud;Plat 140x10mm en acier laminé à chaud;plat;procede;Laminé à chaud;;site actuel — description de la fiche;;
plat-140x10mm-en-acier-lamine-a-chaud;Plat 140x10mm en acier laminé à chaud;plat;finition;BRUT;;vraie photo du site actuel (plats, groupes G026 et G028) — non affichée;oui;
plat-150x10mm-en-acier-lamine-a-chaud;Plat 150x10mm en acier laminé à chaud;plat;serie;PLAT;;nom du produit;;
plat-150x10mm-en-acier-lamine-a-chaud;Plat 150x10mm en acier laminé à chaud;plat;b;150;mm;nom du produit;;
plat-150x10mm-en-acier-lamine-a-chaud;Plat 150x10mm en acier laminé à chaud;plat;t;10;mm;nom du produit;;
plat-150x10mm-en-acier-lamine-a-chaud;Plat 150x10mm en acier laminé à chaud;plat;poids;12,07;kg/m;site actuel — fiche produit;;
plat-150x10mm-en-acier-lamine-a-chaud;Plat 150x10mm en acier laminé à chaud;plat;procede;Laminé à chaud;;site actuel — description de la fiche;;
plat-150x10mm-en-acier-lamine-a-chaud;Plat 150x10mm en acier laminé à chaud;plat;finition;BRUT;;vraie photo du site actuel (plats, groupes G026 et G028) — non affichée;oui;
plat-150x5mm-en-acier-lamine-a-chaud;Plat 150x5mm en acier laminé à chaud;plat;serie;PLAT;;nom du produit;;
plat-150x5mm-en-acier-lamine-a-chaud;Plat 150x5mm en acier laminé à chaud;plat;b;150;mm;nom du produit;;
plat-150x5mm-en-acier-lamine-a-chaud;Plat 150x5mm en acier laminé à chaud;plat;t;5;mm;nom du produit;;
plat-150x5mm-en-acier-lamine-a-chaud;Plat 150x5mm en acier laminé à chaud;plat;poids;6,03;kg/m;site actuel — fiche produit;;
